Category,Brand,Tier,TTS Evidence,HQ Location,Company Size,Business Model,Fit Score,Fit Why,KDM Name,KDM Title,KDM LinkedIn,KDM Confidence,Secondary Contact,Marketing Org Notes,Source URLs
Automotive & Motorcycles (Accessories/Aftermarket),ROVE Dash Cam,WINNABLE,"Multiple live US TikTok Shop PDPs (R2-4K PRO, R2-4K DUAL PRO) on shop.tiktok.com/us; 'dash-cam-rove-r2-4k' TTS keyword storefront. Popular unboxing/footage creator content.","Chicago, IL",Small DTC brand (started 2015 in home garage; est. <100 employees),DTC/hybrid (rovedashcam.com + Amazon flagship + TikTok Shop),3,Higher-ASP electronics accessory; benefits from creator footage/night-vision demos but longer consideration cycle than sub-$30 car-care impulse buys.,,"Marketing / eCommerce Lead (role exists, individual unconfirmed)",,LOW,,"US (Chicago) founder-run dash-cam brand, strong Amazon presence expanding to TTS. LinkedIn company page exists (rove-dashcam) but no individual marketing/creator lead is publicly verifiable — leave blank.",https://www.rovedashcam.com/pages/rove-about-us https://www.linkedin.com/company/rove-dashcam https://shop.tiktok.com/us/pdp/rove-r2-4k-pro-dash-cam-ultra-hd-2160p-gps-5g-wi-fi-with-24h-monitor/1729418500716925798
Automotive & Motorcycles (Accessories/Aftermarket),Chemical Guys,FLAGSHIP,Official @chemicalguys TTS account; runs TikTok Shop 'Super Brand Day' with TTS-exclusive bundles (documented on their own blog); large detailer-creator affiliate ecosystem and TTS storefront keyword pages.,"Gardena / Torrance, CA",~177–250 employees; ~$12–13M+ reported revenue (public estimators; likely understated),Hybrid (retail/wholesale + chemicalguys.com DTC + Amazon + TikTok Shop),4,"Category leader with a deep SKU catalog and huge detailer creator base — content-hungry but has scale/budget, so a 'defend the crown' velocity play.",,"VP/Head of Marketing or Social (role exists, individual unconfirmed)",,LOW,,"Founder/leadership per aggregators: Paul Schneider (Co-Founder/CEO/Director) and David Knotek (Co-Founder); one source lists 'Fernando Merce' as CEO — leadership currency conflicting, so do not treat as confirmed. The social/creator budget owner is a marketing exec below founder level; not identified in public sources. Runs formal TTS 'Super Brand Day' events, implying a dedicated TTS/social team.",https://www.chemicalguys.com/blogs/chemical-guys-news/better-than-black-friday-check-out-chemical-guys-super-brand-day-on-tiktok-shop-for-early-holiday-deals https://www.tiktok.com/@chemicalguys https://www.cbinsights.com/company/chemical-guys/people https://pitchbook.com/profiles/company/135601-93
Automotive & Motorcycles (Accessories/Aftermarket),Adam's Polishes,FLAGSHIP,"Official @adamspolishes TTS account posting detailing tips; multiple TTS storefront keyword pages (interior detailer, graphene detail spray, detailing kit) on shop.tiktok.com/us.","Thornton (Denver metro), CO",Mid-market detailing brand (est. 100–250 employees),DTC/hybrid (adamspolishes.com + Amazon + specialty retail + TikTok Shop),4,Enthusiast detailing catalog with strong creator/community following; content-dependent but established brand with existing affiliate motion.,,"Head of Marketing / Brand (role exists, individual unconfirmed)",,LOW,"Adam Pitale — Founder (self-describes as 'Chief Detailer & Founder... not the CEO, not the marketing director'), so NOT the marketing KDM","Founder Adam Pitale explicitly states he is not the CEO or marketing director, indicating a separate professional exec team owns marketing. TheOrg lists a small exec set but the current CMO/Head of Marketing / creator-budget owner is not publicly verifiable — leave named KDM blank and confirm via LinkedIn before outreach.",https://adamspolishes.com/pages/about-adams https://theorg.com/org/adams-polishes/org-chart/adam-pitale https://shop.tiktok.com/us/k/adams-polishes-graphene-detail-spray https://www.tiktok.com/@adamspolishes/video/7234651538394811690
Fashion Accessories,Pavoi,WINNABLE,"Active TikTok Shop storefront (shop.tiktok.com/us/k/pavoi-jewelry) with 1.2M+ items sold and 359K+ followers; called the '#1 jewelry brand on TikTok Shop' by the 9operators community. Viral tennis bracelet/necklace SKUs, affordable ($15-$56) affiliate-driven catalog. Brand TikTok @pavoi.","Rockville, MD (also cited Miami)","Small; bootstrapped, reported ~$5M+ rev (2019 Forbes) now materially larger as a top-GMV TTS jewelry seller; sub-50 employees","DTC + marketplace hybrid (Amazon-native, now TikTok Shop + own site pavoi.com); affordable demi-fine jewelry",5,Pure affiliate/creator-velocity model on low-AOV jewelry — needs constant fresh UGC to keep viral SKUs cycling.,Tal Masica,Co-Founder & CEO,https://www.linkedin.com/in/talmasica/,HIGH,"Zeke Araki, Co-Founder (LinkedIn https://www.linkedin.com/in/zeke-araki-82bb1725/ currently lists 'Thesis' — may have departed Pavoi; verify)","Founder-led marketing; no dedicated CMO/Head of Social publicly confirmed. Two childhood-friend founders (sons of jewelry-store owners). Tal Masica confirmed as Founder & CEO via Forbes and LinkedIn (profile linkedin.com/in/talmasica/ verified, name+role match) — URL verified. Individual social/affiliate budget owner unconfirmed — likely a strong greenfield partnership target.",https://shop.tiktok.com/us/k/pavoi-jewelry https://www.pavoi.com/pages/about https://x.com/9operators/status/2055305591761895455 https://www.forbes.com/sites/elainepofeldt/2019/04/28/these-childhood-buddies-created-a-5-million-two-man-online-jewelry-business/ https://www.linkedin.com/in/talmasica/
Fashion Accessories,JAXXON,FLAGSHIP,"Brand TikTok @jaxxonjewelry (self-labeled '#1 men's jewelry brand'), active TikTok Shop product listings (tiktok.com/shop/product/jaxxon-jewelry-men) and heavy affiliate/creator review ecosystem (e.g., @findjeremiah collabs). Runs an affiliate program off jaxxon.com.","Los Angeles / El Segundo, CA","Mid-market; INC 5000 honoree, estimated $50M+ revenue, ~50-200 employees","DTC (jaxxon.com) + TikTok Shop; men's chains, bracelets, rings, pendants",5,Content-machine brand built on creator reviews/affiliate volume — burns through UGC weekly to sustain male-jewelry demand.,Bear Degidio,Partner / CMO & Head of Brand Marketing,https://www.linkedin.com/in/bear-degidio/,HIGH,"Josh Deemer, Founder/CEO (https://www.linkedin.com/in/josh-deemer-b0447771)",Bear Degidio holds partner+CMO role owning brand/creator marketing (LinkedIn verified via search — profile linkedin.com/in/bear-degidio/ confirms Partner/CMO JAXXON). Josh Deemer confirmed Founder/CEO (URL verified). Prior VP Marketing Peter Bacon has since departed. In-house marketing team; no stated agency-of-record — strong direct-to-CMO play.,https://jaxxon.com/ https://www.tiktok.com/@jaxxonjewelry https://www.linkedin.com/in/bear-degidio/ https://www.linkedin.com/in/josh-deemer-b0447771
Fashion Accessories,Emi Jay,WINNABLE,"Active TikTok Shop presence (shop.tiktok.com/us/k/emi-jay-clips), cult TikTok following (6M+ views on signature claw clips), brand handle @emijayinc. Celebrity + creator-driven virality; WWD/Forbes coverage of TikTok-fueled growth.","Los Angeles, CA","Small-mid; DTC + Sephora rollout (2025), estimated sub-100 employees",DTC (emijay.com) + retail (Sephora) + TikTok Shop; hair accessories expanding into hair care,4,Seasonal color/limited-drop model thrives on creator styling content and haul videos — high content refresh cadence.,Claudia Allwood,Chief Marketing Officer (fractional),,MED,"Julianne Goldmark, Founder/Chief Brand Officer (https://www.linkedin.com/in/julianne-goldmark-5a5963228/)","Claudia Allwood confirmed as Emi Jay fractional CMO in Revenue Brew reporting (name verified; role exists), but no LinkedIn profile independently located — URL unverified, kept MED. Founder Julianne Goldmark (Founder + Chief Brand Officer) drives creative direction; LinkedIn verified (linkedin.com/in/julianne-goldmark-5a5963228/ matches name+role). Lean in-house team; hair-care launch expanded marketing needs. No agency-of-record stated.",https://www.emijay.com/collections/claw-clips https://shop.tiktok.com/us/k/emi-jay-clips https://www.revenuebrew.com/stories/2025/07/21/emi-jay-hair-care-launch https://www.linkedin.com/in/julianne-goldmark-5a5963228/
Fashion Accessories,Kitsch,FLAGSHIP,TikTok Shop across US/UK/MX with dedicated Director of Social Commerce leading TTS; runs TikTok Live shopping events. Multimillion-dollar hair-accessories brand (mykitsch.com); Meta/TikTok social-commerce case coverage.,"Los Angeles, CA","Mid-market; multimillion-dollar revenue, Target/Ulta retail distribution, ~100+ employees","Hybrid: DTC + mass retail (Target, Ulta) + TikTok Shop; hair accessories + hair care",4,Built an explicit 'social-commerce engine' on TTS — high-velocity creator + live-shopping content is core to strategy.,Yingying Kuang,VP Growth & E-Commerce / CMO (owns TikTok Shop / social commerce),https://www.linkedin.com/in/yingyingkuang/,HIGH,"Cassandra Morales Thurswell, Founder/CEO","Yingying Kuang verified across LinkedIn/TheOrg as senior leader (VP of Growth & E-Commerce, elevated toward CMO) owning Kitsch's TikTok Shop and social-commerce. LinkedIn profile linkedin.com/in/yingyingkuang/ resolves to her Kitsch profile (name+employer match); a parallel profile linkedin.com/in/yingying-kuang-99671724/ also carries the VP Growth & E-Commerce title. Ex-Blueland/Function of Beauty. Clear budget owner for creator/affiliate spend.",https://www.mykitsch.com/ https://www.linkedin.com/in/yingyingkuang/ https://theorg.com/org/kitsch/org-chart/yingying-kuang https://fortune.com/2024/07/01/kitsch-viral-mutigenerational-haircare-brand-founder-ceo-cassandra-thurswell/
Fashion Accessories,Awe Inspired,WINNABLE,Active TikTok Shop storefront (shop.tiktok.com/us/k/awe-inspired-jewelry) with strong creator review volume; Modern Retail case on leveraging celebrity + creator fan base into DTC jewelry growth. Charm/goddess pendant SKUs are content-native.,"Los Angeles, CA","Mid-market DTC jewelry; estimated ~$20-40M revenue band, sub-100 employees",DTC (aweinspired.com) + TikTok Shop; meaningful/charitable fine-ish jewelry,4,Story-driven charm jewelry sells on personal-narrative creator content — needs steady influencer/affiliate storytelling.,Max Johnson,Co-Founder & CEO,https://www.linkedin.com/in/maxbjohnson/,HIGH,"Jill Johnson, Co-Founder (https://www.linkedin.com/in/jill-johnson-6a7913140/)",Founder-led; Max Johnson (built the viral 'Goddess Quiz') owns brand/growth direction — LinkedIn verified (linkedin.com/in/maxbjohnson/ confirms Co-Founder & CEO Awe Inspired). Was hiring a Brand Marketing Manager (LA) — signals in-house marketing build-out and no locked-in agency-of-record. Good mid-market creator-platform target.,https://shop.tiktok.com/us/k/awe-inspired-jewelry https://www.linkedin.com/in/maxbjohnson/ https://www.modernretail.co/marketing/how-awe-inspired-leveraged-its-celebrity-fan-base-to-become-a-dtc-jewelry-powerhouse/ https://www.linkedin.com/in/jill-johnson-6a7913140/
Fashion Accessories,JW PEI,WINNABLE,Available on TikTok Shop (shop.tiktok.com/us/k/jw-pei-bag-review); #BagTok viral Gabbi and Hana bags; Modash breakdown documents heavy TikTok/Instagram influencer + affiliate strategy skewed to micro-creators.,"Los Angeles, CA","Mid-market vegan-leather bag brand; founded 2018, sub-100 employees",DTC (jwpei.com) + TikTok Shop + wholesale; affordable ($100-ish) vegan-leather handbags,4,Trend-cycle handbag brand dependent on viral 'looks-expensive' creator content and gifting/affiliate seeding.,Yang Pei,Co-Founder & CEO,,MED,"Stephanie Li, Co-Founder","Husband-and-wife founders Yang Pei (ex-SHEIN) & Stephanie Li confirmed as JW PEI co-founders via BoF/Tracxn (names verified). Yang Pei confirmed CEO but no LinkedIn profile independently located — URL unverified, kept MED. Influencer inquiries route through PR. No dedicated Head of Creator publicly named — likely a role/partner gap to fill.",https://www.jwpei.com/ https://shop.tiktok.com/us/k/jw-pei-bag-review https://www.modash.io/breakdowns/jw-pei-influencer-marketing-strategy https://www.businessoffashion.com/articles/entrepreneurship/inside-jw-peis-2024-strategy/
Fashion Accessories,Lion Latch,WINNABLE,"One of the first TikTok Shops (Mar 2023) — 20,000 orders in first ~3 months; brand handle @lionlatch actively posts shoppable video for its patented travel jewelry case. Shark Tank + INC 5000 pedigree, TTS-native single-hero-product engine.",Texas (US),"Very small; INC 5000 honoree, founder-run, likely <20 employees",DTC (lionlatch.com) + TikTok Shop + QVC; patented travel jewelry/ring storage accessory,5,Single hero SKU that lives or dies on constant demo/UGC volume — quintessential high-content-velocity TTS-native target.,Lerin Lockwood,Founder & CEO,https://www.linkedin.com/in/lerin-lockwood-43aa87a5/,HIGH,,"Owner-operator; Lerin Lockwood personally runs TikTok content ('TikTok Queen' per Quiet Light podcast) and is the sole decision-maker on creator/content spend — LinkedIn verified (linkedin.com/in/lerin-lockwood-43aa87a5/ confirms Creator & CEO of Lion Latch, Shark Tank S13). No agency-of-record; extremely fast, founder-direct sales cycle.",https://www.tiktok.com/@lionlatch https://lionlatch.com/pages/our-story https://www.linkedin.com/in/lerin-lockwood-43aa87a5/ https://www.sharktankblog.com/business/lion-latch/
